Namespace(batch_size=100, decay_rate=0.1, decay_step=20000, gpu=2, learning_rate=1.0, log_dir='log1002', max_epoch=10000, momentum=0.9)
Loss for Iter 24751: 0.081568, acc = 0.900000
Loss for Iter 24801: 0.056373, acc = 0.980000
Loss for Iter 24851: 0.069417, acc = 0.940000
Loss for Iter 24901: 0.078302, acc = 0.910000
Loss for Iter 24951: 0.057552, acc = 0.990000
-----------------------------------
Test loss for epoch 24: 0.071699, Acc = 0.930800
Loss for Iter 25001: 0.066333, acc = 0.940000
Loss for Iter 25051: 0.067307, acc = 0.940000
Loss for Iter 25101: 0.063967, acc = 0.960000
Loss for Iter 25151: 0.069852, acc = 0.930000
Loss for Iter 25201: 0.071782, acc = 0.930000
Loss for Iter 25251: 0.070793, acc = 0.950000
Loss for Iter 25301: 0.073484, acc = 0.900000
Loss for Iter 25351: 0.081135, acc = 0.870000
Loss for Iter 25401: 0.086335, acc = 0.870000
Loss for Iter 25451: 0.064114, acc = 0.940000
Loss for Iter 25501: 0.069926, acc = 0.900000
Loss for Iter 25551: 0.068533, acc = 0.910000
Loss for Iter 25601: 0.056614, acc = 0.980000
Loss for Iter 25651: 0.077051, acc = 0.920000
Loss for Iter 25701: 0.059692, acc = 0.970000
Loss for Iter 25751: 0.073134, acc = 0.930000
Loss for Iter 25801: 0.060143, acc = 0.960000
Loss for Iter 25851: 0.063449, acc = 0.950000
Loss for Iter 25901: 0.052497, acc = 0.980000
Loss for Iter 25951: 0.068062, acc = 0.920000
-----------------------------------
Test loss for epoch 25: 0.069231, Acc = 0.929200
Loss for Iter 26001: 0.056143, acc = 0.950000
Loss for Iter 26051: 0.060195, acc = 0.950000
Loss for Iter 26101: 0.063161, acc = 0.960000
Loss for Iter 26151: 0.060117, acc = 0.960000
Loss for Iter 26201: 0.069113, acc = 0.910000
Loss for Iter 26251: 0.058104, acc = 0.980000
Loss for Iter 26301: 0.055671, acc = 0.970000
Loss for Iter 26351: 0.067201, acc = 0.930000
Loss for Iter 26401: 0.071010, acc = 0.910000
Loss for Iter 26451: 0.055451, acc = 0.980000
Loss for Iter 26501: 0.061171, acc = 0.940000
Loss for Iter 26551: 0.057912, acc = 0.960000
Loss for Iter 26601: 0.069075, acc = 0.890000
Loss for Iter 26651: 0.058798, acc = 0.970000
Loss for Iter 26701: 0.066728, acc = 0.960000
Loss for Iter 26751: 0.062148, acc = 0.940000
Loss for Iter 26801: 0.068950, acc = 0.930000
Loss for Iter 26851: 0.059666, acc = 0.960000
Loss for Iter 26901: 0.065545, acc = 0.940000
Loss for Iter 26951: 0.052437, acc = 0.970000
-----------------------------------
Test loss for epoch 26: 0.065768, Acc = 0.932900
Loss for Iter 27001: 0.078793, acc = 0.890000
Loss for Iter 27051: 0.076086, acc = 0.900000
Loss for Iter 27101: 0.055494, acc = 0.950000
Loss for Iter 27151: 0.055839, acc = 0.970000
Loss for Iter 27201: 0.063903, acc = 0.930000
Loss for Iter 27251: 0.067764, acc = 0.940000
Loss for Iter 27301: 0.057023, acc = 0.960000
Loss for Iter 27351: 0.051962, acc = 0.970000
Loss for Iter 27401: 0.066739, acc = 0.940000
Loss for Iter 27451: 0.060880, acc = 0.910000
Loss for Iter 27501: 0.061066, acc = 0.970000
Loss for Iter 27551: 0.059153, acc = 0.940000
Loss for Iter 27601: 0.068161, acc = 0.920000
Loss for Iter 27651: 0.046626, acc = 1.000000
Loss for Iter 27701: 0.065954, acc = 0.930000
Loss for Iter 27751: 0.058773, acc = 0.950000
Loss for Iter 27801: 0.067505, acc = 0.940000
Loss for Iter 27851: 0.063100, acc = 0.920000
Loss for Iter 27901: 0.053392, acc = 0.960000
Loss for Iter 27951: 0.060013, acc = 0.920000
-----------------------------------
Test loss for epoch 27: 0.064053, Acc = 0.932300
Loss for Iter 28001: 0.049760, acc = 0.980000
Loss for Iter 28051: 0.068573, acc = 0.920000
Loss for Iter 28101: 0.051700, acc = 0.970000
Loss for Iter 28151: 0.057066, acc = 0.950000
Loss for Iter 28201: 0.052755, acc = 0.960000
Loss for Iter 28251: 0.068524, acc = 0.910000
Loss for Iter 28301: 0.054760, acc = 0.970000
Loss for Iter 28351: 0.055203, acc = 0.960000
Loss for Iter 28401: 0.055704, acc = 0.940000
Loss for Iter 28451: 0.066096, acc = 0.910000
Loss for Iter 28501: 0.062866, acc = 0.940000
Loss for Iter 28551: 0.047148, acc = 0.980000
Loss for Iter 28601: 0.062234, acc = 0.930000
Loss for Iter 28651: 0.048441, acc = 0.990000
Loss for Iter 28701: 0.051831, acc = 0.950000
Loss for Iter 28751: 0.051140, acc = 0.980000
Loss for Iter 28801: 0.053848, acc = 0.960000
Loss for Iter 28851: 0.049766, acc = 0.970000
Loss for Iter 28901: 0.055636, acc = 0.970000
Loss for Iter 28951: 0.055410, acc = 0.960000
-----------------------------------
Test loss for epoch 28: 0.062141, Acc = 0.933400
Loss for Iter 29001: 0.051254, acc = 0.960000
Loss for Iter 29051: 0.057944, acc = 0.950000
Loss for Iter 29101: 0.049801, acc = 0.970000
Loss for Iter 29151: 0.060986, acc = 0.940000
Loss for Iter 29201: 0.058316, acc = 0.950000
Loss for Iter 29251: 0.062474, acc = 0.910000
Loss for Iter 29301: 0.057490, acc = 0.950000
Loss for Iter 29351: 0.061134, acc = 0.930000
Loss for Iter 29401: 0.059024, acc = 0.930000
Loss for Iter 29451: 0.047714, acc = 0.970000
Loss for Iter 29501: 0.047064, acc = 0.980000
Loss for Iter 29551: 0.066029, acc = 0.930000
Loss for Iter 29601: 0.051177, acc = 0.950000
Loss for Iter 29651: 0.057420, acc = 0.950000
Loss for Iter 29701: 0.053600, acc = 0.940000
Loss for Iter 29751: 0.045906, acc = 0.980000
Loss for Iter 29801: 0.060607, acc = 0.930000
Loss for Iter 29851: 0.051804, acc = 0.980000
Loss for Iter 29901: 0.055982, acc = 0.950000
Loss for Iter 29951: 0.054141, acc = 0.960000
-----------------------------------
Test loss for epoch 29: 0.062509, Acc = 0.928800
Loss for Iter 30001: 0.058659, acc = 0.940000
Loss for Iter 30051: 0.052445, acc = 0.930000
Loss for Iter 30101: 0.058247, acc = 0.960000
Loss for Iter 30151: 0.060956, acc = 0.960000
Loss for Iter 30201: 0.071141, acc = 0.900000
Loss for Iter 30251: 0.051911, acc = 0.970000
Loss for Iter 30301: 0.055303, acc = 0.940000
Loss for Iter 30351: 0.056026, acc = 0.950000
Loss for Iter 30401: 0.058079, acc = 0.940000
Loss for Iter 30451: 0.045988, acc = 0.970000
Loss for Iter 30501: 0.051734, acc = 0.950000
Loss for Iter 30551: 0.051684, acc = 0.960000
Loss for Iter 30601: 0.051645, acc = 0.950000
Loss for Iter 30651: 0.061050, acc = 0.950000
Loss for Iter 30701: 0.048754, acc = 0.980000
Loss for Iter 30751: 0.054153, acc = 0.930000
Loss for Iter 30801: 0.053567, acc = 0.960000
Loss for Iter 30851: 0.049465, acc = 0.970000
Loss for Iter 30901: 0.059341, acc = 0.930000
Loss for Iter 30951: 0.053606, acc = 0.950000
-----------------------------------
Test loss for epoch 30: 0.060140, Acc = 0.933300
Loss for Iter 31001: 0.045449, acc = 0.990000
Loss for Iter 31051: 0.044791, acc = 0.980000
Loss for Iter 31101: 0.052412, acc = 0.950000
Loss for Iter 31151: 0.056218, acc = 0.950000
Loss for Iter 31201: 0.055481, acc = 0.940000
Loss for Iter 31251: 0.052908, acc = 0.940000
Loss for Iter 31301: 0.046174, acc = 0.990000
Loss for Iter 31351: 0.053506, acc = 0.960000
Loss for Iter 31401: 0.049877, acc = 0.950000
Loss for Iter 31451: 0.043616, acc = 0.990000
Loss for Iter 31501: 0.053161, acc = 0.940000
Loss for Iter 31551: 0.058552, acc = 0.920000
Loss for Iter 31601: 0.050474, acc = 0.970000
Loss for Iter 31651: 0.056511, acc = 0.940000
Loss for Iter 31701: 0.051455, acc = 0.950000
Loss for Iter 31751: 0.056834, acc = 0.920000
Loss for Iter 31801: 0.058637, acc = 0.930000
Loss for Iter 31851: 0.064469, acc = 0.900000
Loss for Iter 31901: 0.057109, acc = 0.940000
Loss for Iter 31951: 0.056608, acc = 0.930000
-----------------------------------
Test loss for epoch 31: 0.060145, Acc = 0.932500
Loss for Iter 32001: 0.049704, acc = 0.940000
Loss for Iter 32051: 0.052805, acc = 0.950000
Loss for Iter 32101: 0.049386, acc = 0.950000
Loss for Iter 32151: 0.050427, acc = 0.960000
Loss for Iter 32201: 0.053117, acc = 0.960000
Loss for Iter 32251: 0.056511, acc = 0.940000
Loss for Iter 32301: 0.056242, acc = 0.940000
Loss for Iter 32351: 0.054814, acc = 0.940000
Loss for Iter 32401: 0.047368, acc = 0.990000
Loss for Iter 32451: 0.051444, acc = 0.960000
Loss for Iter 32501: 0.050264, acc = 0.990000
Loss for Iter 32551: 0.056664, acc = 0.960000
Loss for Iter 32601: 0.054690, acc = 0.940000
Loss for Iter 32651: 0.055977, acc = 0.930000
Loss for Iter 32701: 0.056682, acc = 0.950000
Loss for Iter 32751: 0.046405, acc = 0.980000
Loss for Iter 32801: 0.055484, acc = 0.940000
Loss for Iter 32851: 0.057180, acc = 0.940000
Loss for Iter 32901: 0.042717, acc = 0.990000
Loss for Iter 32951: 0.062999, acc = 0.920000
-----------------------------------
Test loss for epoch 32: 0.061762, Acc = 0.924900
Loss for Iter 33001: 0.058675, acc = 0.920000
Loss for Iter 33051: 0.048169, acc = 0.940000
Loss for Iter 33101: 0.059953, acc = 0.940000
Loss for Iter 33151: 0.050583, acc = 0.970000
Loss for Iter 33201: 0.054448, acc = 0.940000
Loss for Iter 33251: 0.056168, acc = 0.930000
Loss for Iter 33301: 0.053584, acc = 0.940000
Loss for Iter 33351: 0.041093, acc = 0.990000
Loss for Iter 33401: 0.048112, acc = 0.950000
Loss for Iter 33451: 0.044744, acc = 0.980000
Loss for Iter 33501: 0.045570, acc = 0.970000
Loss for Iter 33551: 0.046295, acc = 0.970000
Loss for Iter 33601: 0.053579, acc = 0.950000
Loss for Iter 33651: 0.049133, acc = 0.950000
Loss for Iter 33701: 0.046274, acc = 0.970000
Loss for Iter 33751: 0.059703, acc = 0.930000
Loss for Iter 33801: 0.050193, acc = 0.960000
Loss for Iter 33851: 0.049036, acc = 0.970000
Loss for Iter 33901: 0.057536, acc = 0.950000
Loss for Iter 33951: 0.047435, acc = 0.980000
-----------------------------------
Test loss for epoch 33: 0.060380, Acc = 0.930400
Loss for Iter 34001: 0.046487, acc = 0.960000
Loss for Iter 34051: 0.048050, acc = 0.970000
Loss for Iter 34101: 0.050351, acc = 0.950000
Loss for Iter 34151: 0.048448, acc = 0.970000
Loss for Iter 34201: 0.042706, acc = 0.960000
Loss for Iter 34251: 0.048621, acc = 0.960000
Loss for Iter 34301: 0.052158, acc = 0.940000
Loss for Iter 34351: 0.048123, acc = 0.970000
Loss for Iter 34401: 0.042421, acc = 0.990000
Loss for Iter 34451: 0.054804, acc = 0.960000
Loss for Iter 34501: 0.057123, acc = 0.940000
Loss for Iter 34551: 0.057881, acc = 0.920000
Loss for Iter 34601: 0.054635, acc = 0.950000
Loss for Iter 34651: 0.056395, acc = 0.940000
Loss for Iter 34701: 0.047786, acc = 0.970000
Loss for Iter 34751: 0.064565, acc = 0.900000
Loss for Iter 34801: 0.052410, acc = 0.940000
Loss for Iter 34851: 0.048037, acc = 0.960000
Loss for Iter 34901: 0.049232, acc = 0.970000
Loss for Iter 34951: 0.056669, acc = 0.970000
-----------------------------------
Test loss for epoch 34: 0.059872, Acc = 0.928200
Loss for Iter 35001: 0.052960, acc = 0.940000
Loss for Iter 35051: 0.046847, acc = 0.940000
Loss for Iter 35101: 0.053070, acc = 0.940000
Loss for Iter 35151: 0.044737, acc = 0.980000
Loss for Iter 35201: 0.055509, acc = 0.950000
Loss for Iter 35251: 0.048274, acc = 0.960000
Loss for Iter 35301: 0.071236, acc = 0.890000
Loss for Iter 35351: 0.052563, acc = 0.930000
Loss for Iter 35401: 0.045166, acc = 0.970000
Loss for Iter 35451: 0.063804, acc = 0.930000
Loss for Iter 35501: 0.047459, acc = 0.970000
Loss for Iter 35551: 0.052503, acc = 0.960000
Loss for Iter 35601: 0.048674, acc = 0.940000
Loss for Iter 35651: 0.048502, acc = 0.960000
Loss for Iter 35701: 0.049403, acc = 0.970000
Loss for Iter 35751: 0.048168, acc = 0.960000
Loss for Iter 35801: 0.058562, acc = 0.910000
Loss for Iter 35851: 0.063071, acc = 0.910000
Loss for Iter 35901: 0.053179, acc = 0.950000
Loss for Iter 35951: 0.059737, acc = 0.950000
-----------------------------------
Test loss for epoch 35: 0.057411, Acc = 0.936300
Loss for Iter 36001: 0.045947, acc = 0.960000
Loss for Iter 36051: 0.051791, acc = 0.960000
Loss for Iter 36101: 0.044878, acc = 0.980000
Loss for Iter 36151: 0.048377, acc = 0.950000
Loss for Iter 36201: 0.053206, acc = 0.970000
Loss for Iter 36251: 0.062560, acc = 0.920000
Loss for Iter 36301: 0.046462, acc = 0.960000
Loss for Iter 36351: 0.042840, acc = 0.980000
Loss for Iter 36401: 0.048580, acc = 0.950000
Loss for Iter 36451: 0.047554, acc = 0.970000
Loss for Iter 36501: 0.049247, acc = 0.950000
Loss for Iter 36551: 0.040010, acc = 1.000000
Loss for Iter 36601: 0.045349, acc = 0.990000
Loss for Iter 36651: 0.047455, acc = 0.960000
Loss for Iter 36701: 0.058748, acc = 0.940000
Loss for Iter 36751: 0.054323, acc = 0.940000
Loss for Iter 36801: 0.045923, acc = 0.980000
Loss for Iter 36851: 0.048904, acc = 0.970000
Loss for Iter 36901: 0.055333, acc = 0.940000
Loss for Iter 36951: 0.048063, acc = 0.970000
-----------------------------------
Test loss for epoch 36: 0.059646, Acc = 0.929200
Loss for Iter 37001: 0.046300, acc = 0.970000
Loss for Iter 37051: 0.042910, acc = 0.980000
Loss for Iter 37101: 0.047431, acc = 0.980000
Loss for Iter 37151: 0.056563, acc = 0.960000
Loss for Iter 37201: 0.051677, acc = 0.950000
Loss for Iter 37251: 0.049291, acc = 0.950000
Loss for Iter 37301: 0.047023, acc = 0.960000
Loss for Iter 37351: 0.053147, acc = 0.940000
Loss for Iter 37401: 0.060606, acc = 0.940000
Loss for Iter 37451: 0.043572, acc = 0.990000
Loss for Iter 37501: 0.042885, acc = 0.970000
Loss for Iter 37551: 0.051191, acc = 0.940000
Loss for Iter 37601: 0.053973, acc = 0.940000
Loss for Iter 37651: 0.058570, acc = 0.920000
Loss for Iter 37701: 0.053344, acc = 0.960000
Loss for Iter 37751: 0.046716, acc = 0.960000
Loss for Iter 37801: 0.047835, acc = 0.970000
Loss for Iter 37851: 0.057031, acc = 0.930000
Loss for Iter 37901: 0.052311, acc = 0.960000
Loss for Iter 37951: 0.061867, acc = 0.910000
-----------------------------------
Test loss for epoch 37: 0.059722, Acc = 0.929300
Loss for Iter 38001: 0.044787, acc = 0.970000
Loss for Iter 38051: 0.053605, acc = 0.960000
Loss for Iter 38101: 0.041587, acc = 0.990000
Loss for Iter 38151: 0.045559, acc = 0.970000
Loss for Iter 38201: 0.066726, acc = 0.920000
Loss for Iter 38251: 0.050173, acc = 0.960000
Loss for Iter 38301: 0.047342, acc = 0.950000
Loss for Iter 38351: 0.044807, acc = 0.970000
Loss for Iter 38401: 0.042253, acc = 0.980000
Loss for Iter 38451: 0.054695, acc = 0.950000
Loss for Iter 38501: 0.051011, acc = 0.980000
Loss for Iter 38551: 0.048906, acc = 0.970000
Loss for Iter 38601: 0.054219, acc = 0.950000
Loss for Iter 38651: 0.062425, acc = 0.940000
Loss for Iter 38701: 0.045541, acc = 0.990000
Loss for Iter 38751: 0.044599, acc = 0.960000
Loss for Iter 38801: 0.049129, acc = 0.960000
Loss for Iter 38851: 0.059242, acc = 0.940000
Loss for Iter 38901: 0.050330, acc = 0.940000
Loss for Iter 38951: 0.052831, acc = 0.940000
-----------------------------------
Test loss for epoch 38: 0.059865, Acc = 0.929200
Loss for Iter 39001: 0.056053, acc = 0.940000
Loss for Iter 39051: 0.052891, acc = 0.930000
Loss for Iter 39101: 0.045021, acc = 0.970000
Loss for Iter 39151: 0.048411, acc = 0.970000
Loss for Iter 39201: 0.050369, acc = 0.970000
Loss for Iter 39251: 0.044776, acc = 0.990000
Loss for Iter 39301: 0.065201, acc = 0.930000
Loss for Iter 39351: 0.050610, acc = 0.920000
Loss for Iter 39401: 0.047734, acc = 0.960000
Loss for Iter 39451: 0.050202, acc = 0.950000
Loss for Iter 39501: 0.061650, acc = 0.930000
Loss for Iter 39551: 0.042043, acc = 0.980000
Loss for Iter 39601: 0.053656, acc = 0.940000
Loss for Iter 39651: 0.055571, acc = 0.920000
Loss for Iter 39701: 0.048906, acc = 0.970000
Loss for Iter 39751: 0.041435, acc = 0.990000
Loss for Iter 39801: 0.050668, acc = 0.950000
Loss for Iter 39851: 0.050923, acc = 0.950000
Loss for Iter 39901: 0.048301, acc = 0.970000
Loss for Iter 39951: 0.043070, acc = 0.980000
-----------------------------------
Test loss for epoch 39: 0.058407, Acc = 0.934600
Loss for Iter 40001: 0.049468, acc = 0.960000
Loss for Iter 40051: 0.039190, acc = 0.990000
Loss for Iter 40101: 0.042579, acc = 0.980000
Loss for Iter 40151: 0.041225, acc = 0.990000
Loss for Iter 40201: 0.043169, acc = 0.990000
Loss for Iter 40251: 0.049352, acc = 0.960000
Loss for Iter 40301: 0.050101, acc = 0.950000
Loss for Iter 40351: 0.043345, acc = 0.990000
Loss for Iter 40401: 0.043628, acc = 0.970000
Loss for Iter 40451: 0.040530, acc = 0.980000
Loss for Iter 40501: 0.041970, acc = 0.980000
Loss for Iter 40551: 0.037578, acc = 1.000000
Loss for Iter 40601: 0.042244, acc = 0.980000
Loss for Iter 40651: 0.038297, acc = 0.990000
Loss for Iter 40701: 0.051361, acc = 0.950000
Loss for Iter 40751: 0.042403, acc = 0.990000
Loss for Iter 40801: 0.042746, acc = 0.980000
Loss for Iter 40851: 0.039395, acc = 0.990000
Loss for Iter 40901: 0.042044, acc = 0.990000
Loss for Iter 40951: 0.041574, acc = 0.980000
-----------------------------------
Test loss for epoch 40: 0.053243, Acc = 0.945700
Loss for Iter 41001: 0.048444, acc = 0.930000
Loss for Iter 41051: 0.037673, acc = 0.990000
Loss for Iter 41101: 0.044418, acc = 0.950000
Loss for Iter 41151: 0.036655, acc = 0.990000
Loss for Iter 41201: 0.041747, acc = 0.970000
Loss for Iter 41251: 0.040319, acc = 0.970000
Loss for Iter 41301: 0.039761, acc = 0.990000
Loss for Iter 41351: 0.042543, acc = 0.960000
Loss for Iter 41401: 0.042221, acc = 0.980000
Loss for Iter 41451: 0.039899, acc = 0.990000
Loss for Iter 41501: 0.041243, acc = 0.980000
Loss for Iter 41551: 0.042200, acc = 0.970000
Loss for Iter 41601: 0.042030, acc = 0.980000
Loss for Iter 41651: 0.037641, acc = 0.990000
Loss for Iter 41701: 0.039284, acc = 0.970000
Loss for Iter 41751: 0.044291, acc = 0.960000
Loss for Iter 41801: 0.037436, acc = 0.990000
Loss for Iter 41851: 0.044413, acc = 0.980000
Loss for Iter 41901: 0.037446, acc = 1.000000
Loss for Iter 41951: 0.039854, acc = 0.980000
-----------------------------------
Test loss for epoch 41: 0.052828, Acc = 0.947900
Loss for Iter 42001: 0.053824, acc = 0.940000
Loss for Iter 42051: 0.037732, acc = 0.980000
Loss for Iter 42101: 0.043879, acc = 0.970000
Loss for Iter 42151: 0.044785, acc = 0.960000
Loss for Iter 42201: 0.039461, acc = 0.980000
Loss for Iter 42251: 0.043342, acc = 0.970000
Loss for Iter 42301: 0.045245, acc = 0.960000
Loss for Iter 42351: 0.044933, acc = 0.970000
Loss for Iter 42401: 0.039098, acc = 0.980000
Loss for Iter 42451: 0.040022, acc = 0.980000
Loss for Iter 42501: 0.041011, acc = 0.980000
Loss for Iter 42551: 0.041241, acc = 0.970000
Loss for Iter 42601: 0.037855, acc = 0.990000
Loss for Iter 42651: 0.038744, acc = 0.990000
Loss for Iter 42701: 0.038239, acc = 1.000000
Loss for Iter 42751: 0.048677, acc = 0.970000
Loss for Iter 42801: 0.039267, acc = 0.980000
Loss for Iter 42851: 0.038370, acc = 0.990000
Loss for Iter 42901: 0.036945, acc = 0.990000
Loss for Iter 42951: 0.040257, acc = 0.980000
-----------------------------------
Test loss for epoch 42: 0.052213, Acc = 0.948600
Loss for Iter 43001: 0.058671, acc = 0.900000
Loss for Iter 43051: 0.041810, acc = 0.990000
Loss for Iter 43101: 0.038459, acc = 0.990000
Loss for Iter 43151: 0.038354, acc = 0.980000
Loss for Iter 43201: 0.048454, acc = 0.960000
Loss for Iter 43251: 0.038856, acc = 0.990000
Loss for Iter 43301: 0.041304, acc = 0.980000
Loss for Iter 43351: 0.039478, acc = 0.970000
Loss for Iter 43401: 0.056425, acc = 0.940000
Loss for Iter 43451: 0.037352, acc = 0.990000
Loss for Iter 43501: 0.039506, acc = 0.990000
Loss for Iter 43551: 0.036220, acc = 1.000000
Loss for Iter 43601: 0.040191, acc = 0.980000
Loss for Iter 43651: 0.043065, acc = 0.990000
Loss for Iter 43701: 0.034917, acc = 1.000000
Loss for Iter 43751: 0.039430, acc = 0.970000
Loss for Iter 43801: 0.045903, acc = 0.970000
Loss for Iter 43851: 0.049232, acc = 0.980000
Loss for Iter 43901: 0.039283, acc = 0.980000
Loss for Iter 43951: 0.035066, acc = 1.000000
-----------------------------------
Test loss for epoch 43: 0.052056, Acc = 0.949000
Loss for Iter 44001: 0.041168, acc = 0.980000
Loss for Iter 44051: 0.043721, acc = 0.970000
Loss for Iter 44101: 0.038500, acc = 0.990000
Loss for Iter 44151: 0.039446, acc = 0.980000
Loss for Iter 44201: 0.039357, acc = 0.980000
Loss for Iter 44251: 0.043261, acc = 0.990000
Loss for Iter 44301: 0.042638, acc = 0.980000
Loss for Iter 44351: 0.036943, acc = 0.990000
Loss for Iter 44401: 0.045407, acc = 0.970000
Loss for Iter 44451: 0.036923, acc = 0.990000
Loss for Iter 44501: 0.041418, acc = 0.980000
Loss for Iter 44551: 0.041230, acc = 0.960000
Loss for Iter 44601: 0.035519, acc = 1.000000
Loss for Iter 44651: 0.036542, acc = 0.990000
Loss for Iter 44701: 0.039779, acc = 0.980000
Loss for Iter 44751: 0.034152, acc = 1.000000
Loss for Iter 44801: 0.036400, acc = 1.000000
Loss for Iter 44851: 0.039819, acc = 0.980000
Loss for Iter 44901: 0.034148, acc = 1.000000
Loss for Iter 44951: 0.039747, acc = 0.990000
-----------------------------------
Test loss for epoch 44: 0.052164, Acc = 0.948900
Loss for Iter 45001: 0.039213, acc = 0.980000
Loss for Iter 45051: 0.037667, acc = 0.980000
Loss for Iter 45101: 0.043624, acc = 0.960000
Loss for Iter 45151: 0.037167, acc = 0.990000
Loss for Iter 45201: 0.034556, acc = 1.000000
Loss for Iter 45251: 0.034471, acc = 1.000000
Loss for Iter 45301: 0.039207, acc = 0.990000
Loss for Iter 45351: 0.040477, acc = 0.980000
Loss for Iter 45401: 0.036963, acc = 0.980000
Loss for Iter 45451: 0.040297, acc = 0.980000
Loss for Iter 45501: 0.036584, acc = 0.980000
Loss for Iter 45551: 0.038055, acc = 0.990000
Loss for Iter 45601: 0.042479, acc = 0.980000
Loss for Iter 45651: 0.037289, acc = 0.980000
Loss for Iter 45701: 0.041557, acc = 0.970000
Loss for Iter 45751: 0.038274, acc = 0.980000
Loss for Iter 45801: 0.035597, acc = 0.990000
Loss for Iter 45851: 0.036475, acc = 0.990000
Loss for Iter 45901: 0.034270, acc = 1.000000
Loss for Iter 45951: 0.047431, acc = 0.940000
-----------------------------------
Test loss for epoch 45: 0.051979, Acc = 0.949400
Loss for Iter 46001: 0.033534, acc = 1.000000
Loss for Iter 46051: 0.033747, acc = 1.000000
Loss for Iter 46101: 0.038443, acc = 0.980000
Loss for Iter 46151: 0.046141, acc = 0.970000
Loss for Iter 46201: 0.034757, acc = 1.000000
Loss for Iter 46251: 0.034388, acc = 1.000000
Loss for Iter 46301: 0.034678, acc = 0.990000
Loss for Iter 46351: 0.035995, acc = 1.000000
Loss for Iter 46401: 0.040574, acc = 0.980000
Loss for Iter 46451: 0.038890, acc = 0.980000
Loss for Iter 46501: 0.040936, acc = 0.970000
Loss for Iter 46551: 0.034165, acc = 1.000000
Loss for Iter 46601: 0.036983, acc = 0.990000
Loss for Iter 46651: 0.043862, acc = 0.970000
Loss for Iter 46701: 0.045942, acc = 0.960000
Loss for Iter 46751: 0.035282, acc = 0.990000
Loss for Iter 46801: 0.038072, acc = 0.970000
Loss for Iter 46851: 0.035213, acc = 0.990000
Loss for Iter 46901: 0.035288, acc = 0.990000
Loss for Iter 46951: 0.040784, acc = 0.980000
-----------------------------------
Test loss for epoch 46: 0.051485, Acc = 0.948600
Loss for Iter 47001: 0.042949, acc = 0.960000
Loss for Iter 47051: 0.035553, acc = 0.980000
Loss for Iter 47101: 0.040446, acc = 0.990000
Loss for Iter 47151: 0.050952, acc = 0.940000
Loss for Iter 47201: 0.034222, acc = 1.000000
Loss for Iter 47251: 0.035045, acc = 1.000000
Loss for Iter 47301: 0.037034, acc = 0.990000
Loss for Iter 47351: 0.038705, acc = 0.980000
Loss for Iter 47401: 0.035245, acc = 1.000000
Loss for Iter 47451: 0.036422, acc = 0.990000
Loss for Iter 47501: 0.034733, acc = 1.000000
Loss for Iter 47551: 0.040085, acc = 0.980000
Loss for Iter 47601: 0.041760, acc = 0.970000
Loss for Iter 47651: 0.036354, acc = 0.990000
Loss for Iter 47701: 0.037300, acc = 0.990000
Loss for Iter 47751: 0.039032, acc = 0.980000
Loss for Iter 47801: 0.036681, acc = 0.990000
Loss for Iter 47851: 0.034192, acc = 1.000000
Loss for Iter 47901: 0.036006, acc = 1.000000
Loss for Iter 47951: 0.039130, acc = 0.970000
-----------------------------------
Test loss for epoch 47: 0.051106, Acc = 0.948400
Loss for Iter 48001: 0.037011, acc = 0.980000
Loss for Iter 48051: 0.035884, acc = 0.990000
Loss for Iter 48101: 0.037649, acc = 0.990000
Loss for Iter 48151: 0.037225, acc = 0.980000
Loss for Iter 48201: 0.038082, acc = 0.970000
Loss for Iter 48251: 0.034410, acc = 0.990000
Loss for Iter 48301: 0.033911, acc = 1.000000
Loss for Iter 48351: 0.035301, acc = 0.980000
Loss for Iter 48401: 0.038515, acc = 0.990000
Loss for Iter 48451: 0.034281, acc = 1.000000
Loss for Iter 48501: 0.038618, acc = 0.980000
Loss for Iter 48551: 0.035422, acc = 0.990000
Loss for Iter 48601: 0.034958, acc = 0.990000
Loss for Iter 48651: 0.040020, acc = 0.980000
Loss for Iter 48701: 0.035061, acc = 0.980000
Loss for Iter 48751: 0.034499, acc = 1.000000
Loss for Iter 48801: 0.043578, acc = 0.950000
Loss for Iter 48851: 0.034093, acc = 1.000000
Loss for Iter 48901: 0.037721, acc = 0.980000
Loss for Iter 48951: 0.037246, acc = 0.980000
-----------------------------------
Test loss for epoch 48: 0.051153, Acc = 0.949900
Loss for Iter 49001: 0.045943, acc = 0.970000
Loss for Iter 49051: 0.034374, acc = 0.990000
Loss for Iter 49101: 0.036310, acc = 0.980000
Loss for Iter 49151: 0.038529, acc = 0.970000
Loss for Iter 49201: 0.034142, acc = 0.990000
Loss for Iter 49251: 0.040712, acc = 0.970000
Loss for Iter 49301: 0.032952, acc = 1.000000
Loss for Iter 49351: 0.037396, acc = 0.980000
Loss for Iter 49401: 0.035060, acc = 0.990000
Loss for Iter 49451: 0.035480, acc = 0.990000
Loss for Iter 49501: 0.032676, acc = 1.000000
Loss for Iter 49551: 0.034616, acc = 1.000000
Loss for Iter 49601: 0.037513, acc = 0.990000
Loss for Iter 49651: 0.037473, acc = 0.980000
Loss for Iter 49701: 0.036657, acc = 0.990000
Loss for Iter 49751: 0.040266, acc = 0.950000
Loss for Iter 49801: 0.033374, acc = 1.000000
